analyst_id,ticker,f_quarter,reports,published,eps,revenue
Roth_19,FC,Q1 2022,"Jan6,2022","Nov11,2021",0.01,58.00
Roth_19,OSIS,Q2 2022,"Jan27,2022","Oct29,2021",1.33,281.00
Roth_19,NSP,Q4 2021,"Feb14,2022","Nov2,2021",0.72,1266.00
Roth_19,HCKT,Q4 2021,"Feb22,2022","Nov10,2021",0.29,66.10
Roth_19,BBSI,Q4 2021,"Mar1,2022","Nov4,2021",0.91,1683.00
Roth_19,NVEE,Q4 2021,"Mar10,2022","Nov11,2021",1.02,180.00
Roth_19,FC,Q2 2022,"Mar31,2022","Nov11,2021",0.01,58.00
Roth_19,OSIS,Q3 2022,"Apr27,2022","Oct29,2021",1.54,314.50
Roth_19,NSP,Q1 2022,"May2,2022","Nov2,2021",2.00,1490.00
Roth_19,NVEE,Q1 2022,"May5,2022","Nov11,2021",0.94,170.00
Roth_19,HCKT,Q1 2022,"May10,2022","Nov10,2021",0.29,67.60
Roth_19,FC,Q3 2022,"Jun30,2022","Nov11,2021",0.22,64.00
Roth_19,NSP,Q2 2022,"Aug1,2022","Nov2,2021",0.99,1363.00
Roth_19,NVEE,Q2 2022,"Aug4,2022","Nov11,2021",1.41,190.00
Roth_19,HCKT,Q2 2022,"Aug9,2022","Nov10,2021",0.33,72.20
Roth_19,OSIS,Q4 2022,"Aug25,2022","Oct29,2021",1.70,325.50
Roth_19,NSP,Q3 2022,"Nov2,2022","Nov2,2021",1.11,1351.00
Roth_19,HCKT,Q3 2022,"Nov8,2022","Nov10,2021",0.36,75.80
Roth_19,NVEE,Q3 2022,"Nov9,2022","Nov11,2021",1.33,192.00
Roth_19,FC,Q4 2022,"Nov10,2022","Nov11,2021",0.32,69.00
Roth_19,NSP,Q4 2022,"Feb13,2023","Nov2,2021",0.94,1407.00
Roth_19,HCKT,Q4 2022,"Feb21,2023","Nov10,2021",0.32,70.00
Roth_19,NVEE,Q4 2022,"Mar9,2023","Nov11,2021",1.23,188.00
Canaccord_202,RARE,Q4 2021,"Feb22,2022","Oct29,2020",-1.31,72.50
Canaccord_202,HALO,Q4 2021,"Feb28,2022","Dec1,2021",0.35,98.53
Canaccord_202,XNCR,Q4 2021,"Mar1,2022","Oct5,2020",-0.40,27.60
Canaccord_202,NKTR,Q4 2021,"Mar3,2022","Nov16,2021",-0.71,26.90
Canaccord_202,CARA,Q4 2021,"Mar10,2022","Aug24,2021",0.29,4.05
Canaccord_202,BPMC,Q4 2021,"Mar11,2022","Jun17,2021",-1.46,30.70
Canaccord_202,CRSP,Q4 2021,"Mar11,2022","Aug13,2021",-1.95,1.30
Canaccord_202,KPTI,Q4 2021,"Mar17,2022","May5,2021",-0.54,38.50
Canaccord_202,BNTX,Q4 2021,"Apr5,2022","Aug20,2021",9.46,5405.00
Canaccord_202,HALO,Q1 2022,"May9,2022","Dec1,2021",0.21,102.30
Canaccord_202,BPMC,Q1 2022,"May11,2022","Jun17,2021",-1.29,24.70
Canaccord_202,CRSP,Q1 2022,"May11,2022","Aug13,2021",-1.86,1.30
Canaccord_202,BPMC,Q2 2022,"Aug3,2022","Jun17,2021",-1.18,31.50
Canaccord_202,HALO,Q2 2022,"Aug9,2022","Dec1,2021",0.34,102.80
Canaccord_202,CRSP,Q2 2022,"Aug10,2022","Aug13,2021",-1.86,1.30
Canaccord_202,BPMC,Q3 2022,"Nov1,2022","Jun17,2021",-1.02,41.60
Canaccord_202,CRSP,Q3 2022,"Nov2,2022","Aug13,2021",-1.80,6.40
Canaccord_202,HALO,Q3 2022,"Nov7,2022","Dec1,2021",0.35,103.30
Canaccord_202,HALO,Q4 2022,"Feb27,2023","Dec1,2021",0.35,103.81
Canaccord_202,BPMC,Q4 2022,"Mar10,2023","Jun17,2021",0.55,139.60
Canaccord_202,CRSP,Q4 2022,"Mar10,2023","Aug13,2021",1.20,263.80
Cantor_22,BIIB,Q4 2021,"Jan27,2022","Dec7,2021",3.67,2.70
Cantor_22,VRTX,Q4 2021,"Feb2,2022","Nov3,2021",3.36,2.10
Cantor_22,MA,Q4 2021,"Feb3,2022","Apr16,2020",2.42,5192.00
Cantor_22,AMGN,Q4 2021,"Feb3,2022","Nov3,2021",3.86,6.90
Cantor_22,FIS,Q4 2021,"Feb8,2022","Apr16,2020",1.88,3843.00
Tag_5,RH,Q3 2021,"Dec8,2021","Sep9,2021",6.70,901.00
Tag_5,NKE,Q2 2022,"Dec20,2021","Sep24,2021",0.67,12473.00
Tag_5,BBBY,Q3 2021,"Jan6,2022","Nov3,2021",0.04,
Tag_5,UAA,Q4 2021,"Feb15,2022","Nov3,2021",0.04,1439.00
Analyst_9676000,COST,Q1 2022,"Dec9,2021","Dec8,2021",2.81,50320.00
Analyst_9676000,NKE,Q2 2022,"Dec20,2021","Sep20,2021",1.08,12825.00
Analyst_9676000,JNJ,Q4 2021,"Jan25,2022","Oct18,2021",2.30,25000.00
Analyst_9676000,SYK,Q4 2021,"Jan25,2022","Oct28,2021",2.85,4850.00
Analyst_9676000,VFC,Q3 2022,"Jan27,2022","Oct18,2021",1.28,3445.00
rpajam,LULU,Q3 2021,"Dec9,2021","Dec2,2021",1.65,1497.00
rpajam,ADBE,Q4 2021,"Dec16,2021","Sep22,2021",3.25,4128.00
rpajam,NKE,Q2 2022,"Dec20,2021","Sep27,2021",1.05,13093.00
rpajam,MU,Q1 2022,"Dec20,2021","Oct7,2021",2.42,8348.00
rpajam,JPM,Q4 2021,"Jan14,2022","Oct7,2021",3.44,31752.00
Analyst_883247,RH,Q3 2021,"Dec8,2021","Dec6,2021",7.03,988.05
Analyst_883247,LULU,Q3 2021,"Dec9,2021","Dec6,2021",1.56,1480.00
Analyst_883247,NKE,Q2 2022,"Dec20,2021","Oct13,2021",0.75,11885.00
Analyst_883247,ERIC,Q4 2021,"Jan25,2022","Dec2,2021",0.27,7846.00
Analyst_883247,FCX,Q4 2021,"Jan27,2022","Oct26,2021",0.88,6395.00
Analyst_883247,F,Q4 2021,"Jan27,2022","Nov22,2021",0.41,42666.00
Analyst_883247,SBH,Q1 2022,"Feb3,2022","Nov17,2021",0.62,998.22
Analyst_883247,ODFL,Q4 2021,"Feb3,2022","Oct31,2021",2.26,1374.00
Analyst_883247,SNAP,Q4 2021,"Feb8,2022","Oct31,2021",0.13,1265.00
Analyst_883247,AOSL,Q2 2022,"Feb9,2022","Nov6,2021",1.06,188.20
Analyst_883247,SYNA,Q2 2022,"Feb10,2022","Nov6,2021",3.07,404.71
Analyst_883247,UAA,Q4 2021,"Feb15,2022","Nov6,2021",0.15,1475.00
Analyst_883247,WIRE,Q4 2021,"Feb17,2022","Nov2,2021",3.17,563.79
Analyst_883247,HFC,Q4 2021,"Feb23,2022","Nov18,2021",0.62,4349.00
Analyst_883247,OSTK,Q4 2021,"Mar18,2022","Oct30,2021",0.50,688.95
Needham_32,OXM,Q3 2021,"Dec8,2021","Sep4,2020",-0.94,248.20
kerryburrell,RH,Q3 2021,"Dec8,2021","Dec6,2021",7.01,986.45
kerryburrell,AVGO,Q4 2021,"Dec9,2021","Dec6,2021",7.82,7413.00
kerryburrell,COST,Q1 2022,"Dec9,2021","Dec6,2021",2.70,54303.00
kerryburrell,LULU,Q3 2021,"Dec9,2021","Dec6,2021",1.54,1448.00
kerryburrell,JILL,Q3 2021,"Dec13,2021","Dec8,2021",0.35,151.33
kerryburrell,MU,Q1 2022,"Dec20,2021","Nov6,2021",2.12,7694.00
bizcad,ADBE,Q4 2021,"Dec16,2021","Nov16,2021",3.22,4092.00
bizcad,NKE,Q2 2022,"Dec20,2021","Nov16,2021",0.67,11420.00
bizcad,JPM,Q4 2021,"Jan14,2022","Oct8,2021",3.26,30697.00
bizcad,WFC,Q4 2021,"Jan14,2022","Oct8,2021",0.86,17888.00
bizcad,BAC,Q4 2021,"Jan18,2022","Oct8,2021",0.76,21679.00
Oppenheimer_7,TXN,Q4 2021,"Jan26,2022","Oct27,2021",1.95,
Oppenheimer_7,SWKS,Q1 2022,"Jan27,2022","Nov5,2021",3.10,
Oppenheimer_7,AMD,Q4 2021,"Feb1,2022","Oct27,2021",0.75,
Needham_4,MTSI,Q1 2022,"Jan26,2022","Nov8,2021",0.62,159.00
Needham_4,INTC,Q4 2021,"Jan26,2022","Oct22,2021",0.90,18300.00
Needham_4,LRCX,Q2 2022,"Jan26,2022","Oct21,2021",8.45,4400.00
Needham_4,XLNX,Q3 2022,"Jan26,2022","May11,2021",0.92,905.00
Needham_4,KLAC,Q2 2022,"Jan27,2022","Oct28,2021",5.40,2325.00
Needham_6,MU,Q1 2022,"Dec20,2021","Oct4,2021",2.10,7650.00
Needham_6,SIMO,Q4 2021,"Jan26,2022","Oct28,2021",1.74,260.52
Needham_6,SWKS,Q1 2022,"Jan27,2022","Nov5,2021",3.10,1500.00
Needham_6,SLAB,Q4 2021,"Feb2,2022","Oct28,2021",0.55,200.00
Needham_6,CRUS,Q3 2022,"Feb2,2022","Nov2,2021",2.12,510.00
Canaccord_166,BB,Q3 2022,"Dec16,2021","Sep22,2021",-0.10,174.00
Canaccord_166,CAMP,Q3 2022,"Dec21,2021","Nov12,2021",-0.08,71.22
Canaccord_166,ERIC,Q4 2021,"Jan25,2022","Apr22,2020",0.25,70194.00
Canaccord_166,SWKS,Q1 2022,"Jan27,2022","May4,2020",2.28,1087.00
Canaccord_166,AAPL,Q1 2022,"Feb1,2022","Oct29,2021",1.88,"1,18,133"
Neil_Martin,AVGO,Q4 2021,"Dec9,2021","Nov12,2021",7.70,7285.00
Neil_Martin,COST,Q1 2022,"Dec9,2021","Nov12,2021",2.83,48920.00
Neil_Martin,ORCL,Q2 2022,"Dec9,2021","Nov19,2021",1.13,10239.00
Neil_Martin,GRUB,Q3 2021,"Dec10,2021","Nov20,2021",-0.20,589.65
Neil_Martin,ADBE,Q4 2021,"Dec16,2021","Nov19,2021",3.31,4111.00
Needham_33,ORCL,Q2 2022,"Dec9,2021","Sep14,2021",1.11,10230.00
Needham_33,TEAM,Q2 2022,"Jan20,2022","Nov1,2021",0.40,
Needham_33,CVLT,Q3 2022,"Jan26,2022","Oct27,2021",0.61,195.01
Needham_33,NOW,Q4 2021,"Jan26,2022","Nov1,2021",1.45,
Needham_33,DT,Q3 2022,"Feb2,2022","Oct28,2021",0.17,237.05
Oppenheimer_11,PRGS,Q4 2021,"Jan12,2022","Sep23,2021",0.74,136.03
Oppenheimer_11,TEAM,Q2 2022,"Jan20,2022","Oct28,2021",0.37,637.40
Oppenheimer_11,CTXS,Q4 2021,"Jan26,2022","Feb26,2021",-1000000000000000000.00,"-10,00,00,00,00,00,00,00,000.00"
Oppenheimer_11,JNPR,Q4 2021,"Feb1,2022","Mar12,2020",0.58,1.21
Oppenheimer_11,CHKP,Q4 2021,"Feb2,2022","Oct28,2021",2.18,592.50
Suntrust_13,AVGO,Q4 2021,"Dec9,2021","Jun5,2020",6.40,6379.00
Suntrust_13,APH,Q4 2021,"Jan26,2022","Jul22,2020",0.56,2245.00
Suntrust_13,TXN,Q4 2021,"Jan26,2022","Jul22,2020",1.36,3610.00
Suntrust_13,INTC,Q4 2021,"Jan26,2022","Jul24,2020",1.37,20293.00
Suntrust_13,XLNX,Q3 2022,"Jan26,2022","Jul31,2020",1.02,916.68
Suntrust_13,AVT,Q2 2022,"Jan27,2022","Apr28,2020",0.66,4289.00
Suntrust_13,NXPI,Q4 2021,"Feb2,2022","Jul28,2020",2.40,2477.00
Suntrust_13,ARW,Q4 2021,"Feb8,2022","Jul30,2020",2.47,7318.00
Suntrust_13,BDC,Q4 2021,"Feb8,2022","Jul29,2020",1.06,501.86
Suntrust_13,MCHP,Q3 2022,"Feb8,2022","Jun3,2020",0.83,1392.00
Suntrust_13,ST,Q4 2021,"Feb9,2022","Jul28,2020",0.67,742.55
Suntrust_13,TTMI,Q4 2021,"Feb9,2022","Jul30,2020",0.39,539.86
Suntrust_13,MPWR,Q4 2021,"Feb10,2022","Jul29,2020",1.47,238.36
Suntrust_13,ADI,Q1 2022,"Feb16,2022","Jul14,2020",1.47,1548.00
Suntrust_13,NVDA,Q4 2022,"Feb17,2022","May22,2020",0.65,4601.00
Suntrust_13,AVGO,Q1 2022,"Mar17,2022","Jun5,2020",6.50,6430.00
Suntrust_13,MCHP,Q4 2022,"May10,2022","Jun3,2020",0.83,1384.00
Showkz99,GME,Q3 2021,"Dec8,2021","Nov23,2021",-0.65,1950.00
Showkz99,AVGO,Q4 2021,"Dec9,2021","Dec6,2021",7.85,7420.00
Showkz99,ORCL,Q2 2022,"Dec9,2021","Dec6,2021",1.15,10220.00
Showkz99,LULU,Q3 2021,"Dec9,2021","Dec6,2021",1.45,1445.00
Showkz99,GRUB,Q3 2021,"Dec10,2021","Oct25,2021",-0.15,595.00
Showkz99,PEP,Q4 2021,"Feb10,2022","Oct5,2021",1.58,23960.00
upandtotheright,CIEN,Q4 2021,"Dec9,2021","Sep8,2021",0.91,1035.00
upandtotheright,AVGO,Q4 2021,"Dec9,2021","Sep8,2021",7.79,7410.00
upandtotheright,NFLX,Q4 2021,"Jan18,2022","Nov11,2021",0.89,7774.00
upandtotheright,INTC,Q4 2021,"Jan26,2022","Nov11,2021",0.97,18380.00
upandtotheright,AAPL,Q1 2022,"Feb1,2022","Nov10,2021",2.00,"1,19,240"
upandtotheright,FB,Q4 2021,"Feb2,2022","Nov11,2021",3.88,33406.00
upandtotheright,GOOGL,Q4 2021,"Feb2,2022","Nov11,2021",30.32,59470.00
upandtotheright,FN,Q2 2022,"Feb7,2022","Nov11,2021",1.52,558.20
upandtotheright,RDWR,Q4 2021,"Feb9,2022","Nov16,2021",0.25,76.40
upandtotheright,SEDG,Q4 2021,"Feb16,2022","Nov11,2021",1.37,555.07
upandtotheright,NVDA,Q4 2022,"Feb17,2022","Nov23,2021",1.22,7514.00
upandtotheright,CRM,Q4 2022,"Mar1,2022","Dec1,2021",0.79,7295.00
Roth_8,LNDC,Q2 2022,"Jan5,2022","Oct4,2021",-0.14,134.00
Roth_8,LMNR,Q4 2021,"Jan10,2022","Sep9,2021",-0.23,35.00
Roth_8,FARM,Q2 2022,"Feb8,2022","Nov5,2021",-0.27,115.80
Roth_8,ORA,Q4 2021,"Mar1,2022","Nov10,2021",0.55,187.70
Roth_8,HDSN,Q4 2021,"Mar2,2022","Nov24,2021",-0.05,26.00
Roth_8,HCCI,Q4 2021,"Mar7,2022","Oct25,2021",0.72,165.60
Roth_8,CECE,Q4 2021,"Mar10,2022","Nov9,2021",0.09,83.10
Roth_8,BOOM,Q4 2021,"Mar10,2022","Oct22,2021",0.01,71.00
Roth_8,AVD,Q4 2021,"Mar14,2022","Nov24,2021",0.24,153.30
Roth_8,AMOT,Q4 2021,"Mar16,2022","Nov5,2021",0.30,99.50
Roth_8,CWCO,Q4 2021,"Mar21,2022","Nov22,2021",0.06,16.60
Roth_8,LNDC,Q3 2022,"Apr5,2022","Oct4,2021",0.04,142.00
Roth_8,HDSN,Q1 2022,"May4,2022","Nov24,2021",0.02,42.00
Roth_8,FARM,Q3 2022,"May10,2022","Nov5,2021",-0.19,119.10
Roth_8,LNDC,Q4 2022,"Jul26,2022","Oct4,2021",0.10,144.00
Roth_8,HDSN,Q2 2022,"Aug10,2022","Nov24,2021",0.13,65.00
Roth_8,FARM,Q4 2022,"Sep13,2022","Nov5,2021",-0.21,114.70
Roth_8,HDSN,Q3 2022,"Nov2,2022","Nov24,2021",0.13,65.00
Roth_8,HDSN,Q4 2022,"Mar1,2023","Nov24,2021",-0.05,26.00
Needham_23,CYTK,Q4 2021,"Feb17,2022","Nov4,2021",-0.85,6.50
Needham_23,BCRX,Q4 2021,"Feb23,2022","Nov4,2021",-0.36,43.00
Needham_23,PCRX,Q4 2021,"Feb24,2022","Dec8,2021",0.85,146.63
Needham_23,AERI,Q4 2021,"Mar1,2022","Nov5,2021",-0.66,32.67
Needham_23,RVNC,Q4 2021,"Mar2,2022","Nov10,2021",-1.00,23.00
Needham_23,OMER,Q4 2021,"Mar3,2022","Nov10,2021",-0.33,33.68
Needham_23,XENE,Q4 2021,"Mar9,2022","Nov11,2021",-0.16,18.00
Needham_23,COLL,Q4 2021,"Mar10,2022","Nov12,2021",1.00,81.09
Needham_23,ZGNX,Q4 2021,"Mar10,2022","Aug6,2021",-0.82,37.40
Needham_23,ZYNE,Q4 2021,"Mar14,2022","Nov15,2021",-0.27,0.00
Needham_23,AMPH,Q4 2021,"Mar14,2022","Nov9,2021",0.36,112.50
Cantor_20,PACB,Q4 2021,"Feb3,2022","Nov2,2021",-0.30,37.20
Cantor_20,NBIX,Q4 2021,"Feb8,2022","Nov2,2021",0.76,326.80
Cantor_20,PRTA,Q4 2021,"Feb17,2022","Nov11,2021",0.20,4.00
Cantor_20,CYTK,Q4 2021,"Feb17,2022","Nov3,2021",-0.86,6.05
Cantor_20,HALO,Q4 2021,"Feb28,2022","Nov2,2021",0.38,101.10
Analyst_7468729,HELE,Q3 2022,"Jan6,2022","Oct7,2021",3.20,540.00
Analyst_7468729,SAM,Q4 2021,"Feb23,2022","Jul21,2021",3.00,565.00
Analyst_7468729,DASH,Q4 2021,"Feb24,2022","Aug12,2021",-0.08,1000.00
Analyst_7468729,SAM,Q1 2022,"Apr27,2022","Jul21,2021",5.75,575.00
Analyst_7468729,HELE,Q4 2022,"Apr28,2022","Oct7,2021",1.95,475.00
Analyst_7468729,DASH,Q1 2022,"May12,2022","Aug12,2021",-0.05,1100.00
Analyst_7468729,HELE,Q1 2023,"Jul11,2022","Oct7,2021",3.05,512.00
Analyst_7468729,DASH,Q2 2022,"Aug11,2022","Aug12,2021",-0.02,1175.00
Analyst_7468729,HELE,Q2 2023,"Oct6,2022","Oct7,2021",2.90,455.00
Suntrust_10,CAG,Q2 2022,"Jan6,2022","Jun30,2020",0.77,2980.00
Suntrust_10,STZ,Q3 2022,"Jan6,2022","Jul1,2020",2.51,2054.00
Suntrust_10,PG,Q2 2022,"Jan25,2022","Jul30,2020",1.62,19560.00
Suntrust_10,CL,Q4 2021,"Jan28,2022","May1,2020",0.84,4111.00
Suntrust_10,CHD,Q4 2021,"Feb8,2022","Jul31,2020",0.66,1252.00
Suntrust_10,KO,Q4 2021,"Feb9,2022","Jul21,2020",0.52,9311.00
Suntrust_10,FLO,Q4 2021,"Feb9,2022","May14,2020",0.24,954.60
Suntrust_10,PEP,Q4 2021,"Feb10,2022","Jul13,2020",1.64,21175.00
Suntrust_10,THS,Q4 2021,"Feb10,2022","May7,2020",1.28,1155.00
Suntrust_10,ACCO,Q4 2021,"Feb16,2022","Jul29,2020",0.48,524.00
Suntrust_10,NWL,Q4 2021,"Feb18,2022","Feb21,2020",0.53,2638.00
Suntrust_10,AAN,Q4 2021,"Feb22,2022","Jul29,2020",1.27,1152.00
Suntrust_10,MGPI,Q4 2021,"Mar2,2022","Jul30,2020",0.80,107.00
Suntrust_10,TWNK,Q4 2021,"Mar2,2022","May8,2020",0.24,257.50
Suntrust_10,MNST,Q4 2021,"Mar2,2022","May7,2020",0.61,1160.00
Suntrust_10,KDP,Q4 2021,"Mar3,2022","Jul30,2020",0.45,3116.00
Suntrust_10,FRPT,Q4 2021,"Mar9,2022","May4,2020",0.34,103.00
Suntrust_10,PETQ,Q4 2021,"Mar15,2022","May20,2020",0.20,207.00
Suntrust_10,NOMD,Q4 2021,"Mar31,2022","Jun10,2020",0.45,657.00
Suntrust_10,CAG,Q3 2022,"Apr7,2022","Jun30,2020",0.63,2680.00
Suntrust_10,STZ,Q4 2022,"Apr7,2022","Jul1,2020",2.10,1855.00
Suntrust_10,PG,Q3 2022,"Apr26,2022","Jul30,2020",1.31,18256.00
rsreina,C,Q4 2021,"Jan14,2022","Nov25,2021",1.88,17250.00
rsreina,ASML,Q4 2021,"Jan19,2022","Dec7,2021",4.41,5995.00
rsreina,STLD,Q4 2021,"Jan24,2022","Dec8,2021",5.61,5350.00
rsreina,IBM,Q4 2021,"Jan24,2022","Dec7,2021",3.46,18450.00
rsreina,ABT,Q4 2021,"Jan26,2022","Dec5,2021",1.38,10750.00
rsreina,VRTX,Q4 2021,"Feb2,2022","Dec8,2021",3.32,2010.00
rsreina,QCOM,Q1 2022,"Feb2,2022","Dec7,2021",3.10,10550.00
rsreina,FNF,Q4 2021,"Feb2,2022","Dec7,2021",1.66,3300.00
rsreina,MRK,Q4 2021,"Feb3,2022","Dec5,2021",1.60,13300.00
rsreina,CI,Q4 2021,"Feb3,2022","Dec5,2021",4.73,44000.00
rsreina,DD,Q4 2021,"Feb3,2022","Dec5,2021",0.98,4000.00
rsreina,AMZN,Q4 2021,"Feb3,2022","Dec7,2021",3.82,"1,38,000"
rsreina,AQUA,Q1 2022,"Feb8,2022","Dec1,2021",0.11,360.00
rsreina,FISV,Q4 2021,"Feb9,2022","Dec5,2021",1.58,4075.00
rsreina,SONO,Q1 2022,"Feb9,2022","Dec5,2021",0.92,655.00
rsreina,ATVI,Q4 2021,"Feb10,2022","Dec7,2021",1.38,2855.00
rsreina,TWTR,Q4 2021,"Feb10,2022","Dec6,2021",0.36,1600.00
rsreina,ED,Q4 2021,"Feb17,2022","Dec8,2021",0.85,2800.00
rsreina,THRM,Q4 2021,"Feb22,2022","Nov29,2021",0.38,240.00
rsreina,AWK,Q4 2021,"Feb22,2022","Dec5,2021",0.85,940.00
